"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Bhoir S.; Patil S.","Bhoir, Smita (57202984604); Patil, Sunita (57225980111)","57202984604; 57225980111","Transfer Learning with Deep Neural Networks for Image Classification in the E-commerce Industry","2022","2022 IEEE 7th International conference for Convergence in Technology, I2CT 2022","","","","","","4","10.1109/I2CT54291.2022.9824903","https://www.scopus.com/pages/publications/85135614332?origin=resultslist","E-commerce has changed the way people shop and unleashed new levels of demand for goods by making it easier to buy and deliver goods to customers. There are now more choices for consumers with shorter production cycles thanks to fashion's digitization. Digital technology in the e-commerce industry is grabbing the attention of customers. The need for a system that facilitates product searching is therefore growing. Using fashion image classification, online retailers can quickly and efficiently manage the volume of their products. Use it to sort products based on their brands, types, or even styles. Fashion ensembles and even product recommendations could be created with it. Product filtering and search can benefit from the results of apparel image classification. For coarse-level image classification, a wide range of models have been successful, but only a few of them could be applied to fashion images because of the nature of the data: such images could belong to a single high-level topic like 'shirt', 'saree', or 'earrings', but at the lower level be fine-grained (for example, 'cotton saree,' 'long earrings'). The fine-grained hierarchy of each clothing store makes it difficult to collect a large dataset. For good predictive quality, research has shown that there is a need for machine learning techniques. Currently, there are new possibilities for vertical integration of research results into industrial or commercial applications due to recent advances in the image retrieval domain. One has to do with the difficulty sellers have when trying to upload images of their products to a marketplace and the ensuing manual tagging that occurs as a result. As a result of the classification errors, it is no longer listed in search results. Using an image-based search algorithm will allow customers to click on a picture of an object and find related products without having to type anything in. As a result, we have created a fashion industry-specific intelligent technique based on deep learning for quick searches and accurate product classifications by applying transfer learning and experiment results on proposed methodology proved that XCEPTION deep neural network model outperforms among all other networks. © 2022 IEEE.","deep neural networks; Fashion; image classification; Machine Learning; pre-trained models; Transfer Learning","Electronic commerce; Image classification; Image retrieval; Industrial research; Large dataset; Sales; Transfer learning; Digital technologies; Digitisation; E- commerces; Fashion; Fine grained; Images classification; Machine-learning; Pre-trained model; Production cycle; Transfer learning; Deep neural networks","Conference paper","Final","","Scopus","2-s2.0-85135614332"
"Rey W.P.; Rey K.W.J.D.","Rey, William P. (57209234361); Rey, Kieth Wilhelm Jan D. (58174517300)","57209234361; 58174517300","Developing a User-Centric’SeaFood Market’ App for Direct Seafood Exchange in Village Communities of the Philippines","2025","ICISS 2024 - Proceedings of the 7th International Conference on Information Science and Systems","","","","204","211","0","10.1145/3700706.3700739","https://www.scopus.com/pages/publications/85218350255?origin=resultslist","This study introduces”Seafood Market,” an advanced e-platform designed to revolutionize seafood trade trading through peer-to-peer interactions within the Philippine agriculture industry. With a primary focus on improving market accessibility, ensuring equitable compensation, and enhancing overall profitability, the research aims to empower farmers. Seafood Market stands out for its robust security features, scalable infrastructure, and user-friendly interface, all meticulously developed through systematic planning and rigorous testing. Evaluation results from user acceptance and stress testing demonstrate remarkable scalability and high user satisfaction levels. This research holds significance in reshaping agricultural trade dynamics by fostering connections and promoting transparency. Recommendations for ongoing development include bolstering security measures, providing user education, implementing effective market acceptance strategies, and fostering collaboration with financial institutions. The Seafood Market emerges as a transformative technology poised to create a fair, open, and empowered agricultural trade environment in the Philippines. © 2024 Copyright held by the owner/author(s).","e-platform; mobile app; Peer-to-Peer; PSSUQ; Seafood Market","Fertilizers; Food security; Marketplaces; Mobile commerce; Agriculture industries; E-platforms; Mobile app; Peer to peer; Peer-to-peer interaction; Philippines; PSSUQ; Robust security; Seafood market; User-centric; Acceptance tests","Conference paper","Final","","Scopus","2-s2.0-85218350255"
"Yang C.C.; Kwok S.H.; Yip M.","Yang, C.C. (7407740308); Kwok, S.H. (7103139583); Yip, M. (56982633100)","7407740308; 7103139583; 56982633100","Image browsing for infomediaries","2002","Proceedings of the Annual Hawaii International Conference on System Sciences","2002-January","","994209","2693","2699","3","10.1109/HICSS.2002.994209","https://www.scopus.com/pages/publications/84948669717?origin=resultslist","Information intermediary or infomediary is likely to claim a major segment of the revenue of e-commerce transactions. Infomediaries are e-commerce companies leveraging the Internet to unite buyers and suppliers in a single efficient virtual marketplace to facilitate the consummation of a transaction. Most of the search facilities in the infomediaries are text- and navigation-based, for example by keyword and category searches. The search facility can handle most of the products, but it is inefficient to handle feature-based products, such as textile and shoes with different colors and textures. It will be difficult for buyers to speck searches of feature-based products in describing the product features and characteristics. For example, it is hot easy to describe the pattern and color of a T-shirt using textural expression. In this paper, we propose an image browsing technique to facilitate search of feature-based products for infomediaries. We implemented an image-based retrieval system with the proposed image browsing technique for textile industrial and evaluated the performance of the browsing technique. © 2002 IEEE.","Engineering management; Footwear; Image databases; Information management; Research and development management; Search engines; Shape; Systems engineering and theory; Technology management; Textiles","Commerce; Electronic commerce; Information management; Research and development management; Textiles; Engineering management; Footwear; Image database; Shape; Systems engineering and theories; Technology managements; Search engines","Conference paper","Final","","Scopus","2-s2.0-84948669717"
"Raja A.; Siddique F.; Hasan M.Z.; Hussain M.Z.; Altaf J.; Kousar S.","Raja, Abdullah (59547315100); Siddique, Fatima (59548268700); Hasan, Muhammad Zulkifl (57208178055); Hussain, Muhammad Zunnurain (57202836473); Altaf, Junaid (58706539700); Kousar, Shagufta (59548451000)","59547315100; 59548268700; 57208178055; 57202836473; 58706539700; 59548451000","Personalized Shopping Experiences: Leveraging Big Data Analytics in E-commerce for Enhanced Customer Engagement","2024","2024 International Conference on Decision Aid Sciences and Applications, DASA 2024","","","","","","2","10.1109/DASA63652.2024.10836440","https://www.scopus.com/pages/publications/85217248658?origin=resultslist","E-commerce systems have integrated big data analytics (BDA) as a core element, enabling personalized shopping experiences, crucial for customer loyalty and satisfaction. This research explores how intentional use of data analytics impacts customers and signals the combined effect of technology and market data in tailoring customer needs through innovation. We developed unique data mining processes from e-commerce archives to uncover patterns in customer behavior, aiming to simplify consumer analysis and identify factors influencing purchasing and loyalty barriers. Our research also tests personalization strategies on sample data to improve key performance indicators like conversion rates, average order value, and customer retention. Ethical data use and privacy are prioritized, ensuring trust and transparency between e-commerce platforms and consumers. This study is innovative, demonstrating the power of analytics to revolutionize e-commerce by prioritizing customer needs and sustainable growth.  © 2024 IEEE.","data mining; E-commerce; sustainable growth","Data Analytics; Combined effect; Core elements; Customer loyalty; Customer need; Customers' satisfaction; Data analytics; E- commerces; E-commerce systems; Sustainable growth; Technology data; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-85217248658"
"Gupta A.; Agarwal P.","Gupta, Arun (59173629400); Agarwal, Pratiksha (59173926200)","59173629400; 59173926200","Enhancing CRM in E-Commerce Through Time-Weighted RFM Analysis and K-Means++ Clustering","2025","Lecture Notes in Networks and Systems","1299","","","511","523","0","10.1007/978-981-96-3358-6_37","https://www.scopus.com/pages/publications/105003860904?origin=resultslist","Data analytics is essential in the e-commerce sector since it improves customer relationship management (CRM) techniques and offers businesses valuable insights to customize client interactions. However, conventional RFM analysis often fails to capture rapidly changing customer behaviors, which lack the agility needed in today’s fast-paced market. This discrepancy underscores the necessity for a more dynamic approach that can accurately reflect and adapt to the evolving patterns of consumer activity, ensuring that CRM strategies remain effective and relevant over time. Our study addressed the identified gap by proposing a sophisticated time-weighted RFM model, enhanced with K-means++ clustering, for real-time customer behavior analysis. Improving customer segmentation in e-commerce captures a robust and more dynamic profile for consumer behaviors. Allowing businesses to implement real-time preemptive commerce strategies and back-office navigation routes using an advanced understanding of customer engagement patterns in digital commerce ultimately creates a new standard for CRM performance today. Increased segmentation accuracy reveals the effectiveness of our model, where silhouette scores improve up to 0.45, meaning that more compact and separate clusters are generated now. Further, campaign response rates improved by 15% due to better customer engagement with the model. These same customer retention metrics indicate a corresponding rise in engagement, demonstrating the model’s real-world impact on business growth and client loyalty. The results show that our method improves CRM strategies in the e-commerce field. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.","","Consumer behavior; Customer satisfaction; K-means clustering; Mobile commerce; Public relations; Sales; Client interaction; Customer behavior; Customer relationship management; Data analytics; E- commerces; K-means++ clustering; Management strategies; Management techniques; Real- time; RFM analysis; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105003860904"
"Xu R.; Yu H.; Li B.; Miao D.","Xu, Rongyan (56482585100); Yu, Haiyan (59146819100); Li, Bin (59147601400); Miao, Dejun (57194200866)","56482585100; 59146819100; 59147601400; 57194200866","Research on the Innovation of Rural Tourism E-commerce Development Path in the Internet Era","2024","Applied Mathematics and Nonlinear Sciences","9","1","20242601","","","0","10.2478/amns-2024-2601","https://www.scopus.com/pages/publications/85202949486?origin=resultslist","The countryside contains rich tourism resources and business opportunities due to its beautiful natural scenery and unique humanistic environment. The purpose of this paper is to create an innovative path for rural tourism e-commerce development by designing an e-commerce mobile service platform. The F-PBFT algorithm, hybrid collaborative filtering algorithm, and panoramic VR technology are comprehensively applied to provide technical support for platform design. Combining the analysis of tourists, tourist attractions, and other platform service objects, this paper designs and completes a rural tourism e-commerce mobile service platform containing a variety of functions. Exploring the application case of Battle Flag Village, the net profit margin of e-commerce sales in Battle Flag Village after the application of rural tourism e-commerce mobile service platform can reach up to 47.84%, with a year-on-year increase of 18.88%. At the same time, the platform has attracted the attention of a large number of tourists after its application, and the search volume of Battle Flag Village on the platform reaches up to 241,968.33 during the peak hours of the tour, which significantly enhances the popularity of Battle Flag Village and effectively promotes the innovative development of rural tourism e-commerce business in Battle Flag Village. © 2024 Rongyan Xu, Haiyan Yu, Bin Li and Dejun Miao, published by Sciendo.","F-PDF algorithm; Hybrid collaborative filtering; Panoramic vr; Rural tourism e-commerce","Leisure; Tourism; E- commerces; E-commerce development; F-PDF algorithm; Hybrid collaborative filtering; Mobile service; Panoramic vr; Rural tourism e-commerce; Rural tourisms; Service platforms; Tourism E-commerce; Marketplaces","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85202949486"
"Dewanthi D.S.; Kristopo H.; Qomariyah N.N.; Axel M.","Dewanthi, Desyra Sukma (57208325613); Kristopo, Hari (55335010100); Qomariyah, Nunung Nurul (57988117600); Axel, Muhammad (59469500800)","57208325613; 55335010100; 57988117600; 59469500800","AI Recommendations: Friend or Foe? Unraveling the Impact on Consumer Benefits and Privacy","2024","11th International Conference on ICT for Smart Society: Integrating Data and Artificial Intelligence for a Resilient and Sustainable Future Living, ICISS 2024 - Proceeding","","","","","","0","10.1109/ICISS62896.2024.10751631","https://www.scopus.com/pages/publications/85211790097?origin=resultslist","Artificial Intelligence (AI) and marketing have transformed consumer behavior and shopping experiences, especially through Recommender Systems (RSs) in e-commerce. RSs use algorithms to provide personalized recommendations, enhancing shopping convenience. However, this raises data privacy and ethical concerns, as RSs rely on user data. This research explores the quality determinants of RSs and their impact on consumer behavior, focusing on privacy awareness and its effect on repurchase intentions. Using a qualitative approach with semi-structured interviews, the study targets Indonesian respondents aged 18-40 with e-commerce experience. Findings reveal that recommendation quality, especially self-reference and vividness, significantly influences purchasing decisions. Respondents prefer recommendations that match their preferences and are visually appealing. Positive shopping experiences are linked to efficient and accurate RSs, but there's a need for improvements in transparency, novelty, diversity, and advanced technologies like AR. Respondents are aware of digital data storage but have limited understanding of privacy concerns. They trust e-commerce platforms with basic personal details but are hesitant to share sensitive information. Despite privacy issues, e-commerce remains vital, with respondents emphasizing the need for transparency, robust security, and clear explanations for data use to maintain trust. Addressing these issues not only enhances customer experience but also demonstrates that consumer trust directly impacts the sustainability and success of the business. © 2024 IEEE.","Business Sustainability; Online Retail Behavior; Privacy Concern; Recommender System","Marketplaces; Business sustainability; Consumer benefits; Consumer privacy; E- commerces; Ethical concerns; Online retail behavior; Online retails; Personalized recommendation; Privacy concerns; System use; Differential privacy","Conference paper","Final","","Scopus","2-s2.0-85211790097"
"Alamri F.S.; Rehman A.; Alghofaily B.; Ahmed A.; Saleem K.","Alamri, Faten S. (57219754933); Rehman, Amjad (35093155800); Alghofaily, Bayan (57205766085); Ahmed, Adeel (57214310069); Saleem, Khalid (55248095500)","57219754933; 35093155800; 57205766085; 57214310069; 55248095500","Leveraging RAG With Transformer for Context-Based Personalized Recommendations","2025","IEEE Access","13","","","97472","97486","2","10.1109/ACCESS.2025.3574073","https://www.scopus.com/pages/publications/105006924786?origin=resultslist","Recent advancements in large language models (LLMs) have shown significant progress in addressing challenges related to data sparsity and the cold-start problem. In e-commerce, recommendation systems are widely used as strategic tools to boost sales and enhance the customer experience by helping users find relevant products. Custom LLMs, leveraging textual features from user feedback, have been successfully applied to recommendation systems, yielding improvements across various recommendation scenarios. However, most existing methods rely on training-free recommendation approaches, which depend heavily on pre-trained knowledge. When LLMs are trained on sparse data or lack historical information, their performance in recommendation systems can be negatively impacted. Furthermore, inference with LLMs tends to be slow due to autoregressive generation, which limits the efficiency of traditional recommendation methods. To address these challenges, our contributions are: We proposed the Retrieval Augmented Generation with Transformer Recommendation (RAGX11Rec) framework. This framework integrated LLMs with a transformer-based model in a two-step process: 1) RankRAG is used to filter the top-k preferences via tuning the LLM for effective context ranking, 2) a transformer model with 11 embedded layers generated the top-N recommendations based on ranked preferences. Our instruction-tuned transformer module demonstrates superior performance by incorporating a fraction of ranked data into the training process. We evaluated the effectiveness of RAGX11Rec against state-of-the-art baseline methods using two public datasets taken from AliExpress and Epinions. Experimental results indicate that RAGX11Rec consistently outperforms other methods in recommendation accuracy and efficiency. Our key findings are; 1) RAGX11Rec effectively addresses the cold-start problem by leveraging retrieval-augmented generation (RAG) and transformer-based ranking. Unlike traditional models, it can deliver high-quality recommendations even when user interaction data is limited. 2) Tested on public datasets, RAGX11Rec delivered consistent improvements over other models and proved its scalability and adaptability across diverse product categories. This suggests the framework is robust and adaptable enough for large-scale commercial use. © 2013 IEEE.","augmented generation; context; e-commerce; large language model; ranking; Recommender systems; retrieval; transformer model","Image retrieval; Marketplaces; Sales; User experience; Augmented generation; Cold start problems; Context; E- commerces; Language model; Large language model; Performance; Ranking; Retrieval; Transformer modeling; Recommender systems","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105006924786"
"Damayanti N.; Saputra D.; Serlin V.R.; Angela M.","Damayanti, Nur (58070615400); Saputra, Dony (57203401365); Serlin, Vinsca Revina (59778316700); Angela, Michelle (58850789500)","58070615400; 57203401365; 59778316700; 58850789500","Shaping the Future of E-Commerce: The Power of Technology and Digital Transformation","2024","Proceedings - 6th International Conference on Informatics, Multimedia, Cyber and Information System, ICIMCIS 2024","","","","194","199","0","10.1109/ICIMCIS63449.2024.10956418","https://www.scopus.com/pages/publications/105004410147?origin=resultslist","This research investigates the intricate relationship between technological advancements, digital transformation, and the competitiveness of e-commerce. The study gathered data from 100 active e-commerce users in Indonesia through online questionnaires, ensuring diversity in demographic backgrounds such as age, gender, and education level. The collected data underwent analysis using descriptive and statistical methods, with regression analysis employed to ascertain the correlation between technological advancements and digitalization on e-commerce competitiveness. The study delves into the impact of emerging technologies like artificial intelligence (AI), the Internet of Things (IoT), and blockchain on the e-commerce landscape. By conducting a thorough review the research underscores the strategic significance of integrating these technologies to improve operational efficiency, customer experience, and product innovation. Furthermore, the research offers a comparative analysis of the effects of digitalization in different regions, considering local factors such as regulatory environments and consumer behavior. It also examines the role of online shopping behaviors, highlighting the influence of hedonistic values, security, and product knowledge on consumer decisions. The study provides practical recommendations by prioritizing emerging technologies usage where E-commerce businesses should actively explore and integrate technologies like AI, IoT, and blockchain to enhance their operations, customer experience, and product offerings. E-commerce should develop comprehensive strategies that align technological advancements with their overall business goals and objectives.  © 2024 IEEE.","Artificial intelligence; Digitalization; e-commerce competitiveness; online shopping behavior; operational efficiency","Consumer behavior; Electronic money; Linear regression; Logistic regression; Mobile commerce; Polynomial regression; Sales; User experience; Digital transformation; Digitalization; E- commerces; E-commerce competitiveness; Emerging technologies; Online shopping; Online shopping behavior; Operational efficiencies; Shopping behaviour; Technological advancement; Marketplaces","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105004410147"
"Dhanvardini R.; Martina P.; Vijay R.; Amirtharajan R.; Pravinkumar P.","Dhanvardini, R. (58362722900); Martina, P. (58361471100); Vijay, R. (57489709900); Amirtharajan, R. (36052479300); Pravinkumar, Padmapriya (55129357000)","58362722900; 58361471100; 57489709900; 36052479300; 55129357000","Development and Integration of dApp with blockchain smart contract Truffle Framework for user interactive applications","2023","2023 International Conference on Computer Communication and Informatics, ICCCI 2023","","","","","","10","10.1109/ICCCI56745.2023.10128406","https://www.scopus.com/pages/publications/85163079292?origin=resultslist","Websites and Web apps have become increasingly crucial over the past decade to daily life. Over the last ten years, websites have increased from three million to over 1.7 billion. Modern centralised digital marketplaces and enterprises provide consumers with an alternative method of selling and purchasing items conveniently. However, disadvantages among the marketplaces include the platform's potential to arbitrarily block merchants, the fees associated with listing and selling products on the site, and the lack of user data privacy. In this, we propose and demonstrate a decentralised application that takes advantage of the Ethereum blockchain to address all these issues. The Truffle development framework was employed in the creation of the application. An Ethereum smart contract later migrated to the Ethereum network comprised the application's features. The web3.js API (Application Program Interface) was used to send the user's input to the Ethereum network after being received through a web interface. The users involved will be able to do transactions with the help of an interactive user interface. The interfacing is done using the Truffle framework, and the transactions are made through MetaMask, where ETH tokens are used. The dApp is created using JavaScript and React JS library. Thus, the integration of the blockchain and with front-end application by interfacing it with web 3.0 helps create a secured, immutable, trusted, and easy-to-use e-commerce website. © 2023 IEEE.","Blockchain; component; dAPP; ETH; Meta mask; Truffle; web3","Application programming interfaces (API); Application programs; Data privacy; Ethereum; Sales; Smart contract; User interfaces; Websites; Block-chain; Component; Daily lives; DAPP; ETH; Interactive applications; Meta mask; Truffle; Web App; Web3; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85163079292"
"Agarwal R.; Agarwal S.; Mittal V.","Agarwal, Rachna (59459685200); Agarwal, Shipra (58131509800); Mittal, Varsha (57204896083)","59459685200; 58131509800; 57204896083","Smart Commerce: Unleashing Machine Learning for Optimal Customer Experiences","2024","2024 International Conference on Electrical, Electronics and Computing Technologies, ICEECT 2024","","","","","","0","10.1109/ICEECT61758.2024.10739142","https://www.scopus.com/pages/publications/85211179650?origin=resultslist","Machine learning is a branch of Artificial Intelligence (AI) and computer technology which address on the usage or application of data and Algorithms to emulate the style that humans learn, gradually improving its accuracy. By understanding this statement humans are not associated with machine learning, once the system is deployed by them. Once the whole system is installed in the software through algorithm or coding, the machine adapts the order and continues accordingly without hindering little things like Sleeping, fatigue like humans and can work for long time and can operate it 24/7, with repetition. But the system must be kept up-to-date. E-commerce or electronic commerce is the trading of goods and services, or transmitting of funds or data, over an electronic network, primarily in internet. In this paper, we will explore the crucial role that machine learning plays in the e-commerce sector, highlighting its impact on various aspects of digital commerce and its importance for organizations in the contemporary business landscape. © 2024 IEEE.","amazon; artificial intelligence; business; e-commerce; google; lenskart; machine learning; personalization; recommendation","Marketplaces; Amazon; Artificial intelligence technologies; Computer technology; E- commerces; Google+; Lenskart; Machine-learning; Optimal customer experience; Personalizations; Recommendation; Adversarial machine learning","Conference paper","Final","","Scopus","2-s2.0-85211179650"
"Ma G.; Ye X.","Ma, Guoquan (59920978700); Ye, Xuanyu (59921940800)","59920978700; 59921940800","A User Purchase Trend Analysis Model Based on Self-Supervised Learning and CNN-LSTM Architecture: A Case Study of the Art Journals on the WOS Search Platform","2025","Journal of Organizational and End User Computing","37","1","","","","2","10.4018/JOEUC.377798","https://www.scopus.com/pages/publications/105006896241?origin=resultslist","With the development of e-commerce, the precision of accurately predicting user purchasing trends has been of great significance for personalized recommendation and marketing. However, the traditional purchasing behavior prediction methods are faced with the challenges of sparse data, long-term dependence modeling difficulties, and difficulty in effectively capturing the complex purchasing patterns and long-term behavior trends of users. In this paper, a user purchase trend analysis model combining self-supervised learning and convolutional neural network-long short-term memory architecture is proposed to solve the shortcomings of traditional methods in processing time series data and unlabeled data. Firstly, self-supervised learning is used to pre-train a large number of unlabeled user behavior data and extract potential features. The convolutional neural network-long short-term memory architecture is then used to combine local features and long-term dependencies to accurately predict user purchasing trends. © 2025 IGI Global. All rights reserved.","CNN-LSTM; Deep Learning; E-Commerce Dataset; Prediction Accuracy; Purchase Behavior Prediction; Self-Supervised Learning; Time Series Data; User Purchase Trend","Deep learning; Marketplaces; Mobile commerce; Sales; Supervised learning; Analysis models; Behavior prediction; CNN-LSTM; Deep learning; E-commerce dataset; Prediction accuracy; Purchase behavior prediction; Time-series data; Trend analysis; User purchase trend; Self-supervised learning","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105006896241"
"Wang X.; Yu H.","Wang, Xianjun (59697221000); Yu, Huaizhi (59697440200)","59697221000; 59697440200","Construction of an Intelligent E-Commerce Big Data Analysis System Based on Deep Learning","2024","4th IEEE International Conference on Mobile Networks and Wireless Communications, ICMNWC 2024","","","","","","0","10.1109/ICMNWC63764.2024.10872143","https://www.scopus.com/pages/publications/105000120033?origin=resultslist","Background: In the context of rapid development of e-commerce, how to maximise the potential of big data to optimise user interactions and improve service quality has become a key point of research. This study proposes a concept of an intelligent e-commerce big data analytics system based on deep learning, which deeply mines e-commerce data covering multiple dimensions such as user behavioural trajectories, product details, and transaction history, aiming to achieve fine-grained product recommendation algorithms, customized marketing solutions, and optimized inventory control processes. Method: The system relies on a distributed architecture to enhance its processing performance on massive datasets and ensure that it can provide immediate analytical feedback. We employ a variety of deep learning techniques, including Convolutional Neural Networks (CNNs) for image recognition, Recurrent Neural Networks (RNNs) and their variant Long Short-Term Memory Networks (LSTMs) for sequential data processing, and Transformer models for natural language processing tasks. Results: The experimental data proves that the system demonstrates significant competitive advantages over traditional solutions in terms of increased user satisfaction and improved sales performance. The system achieved 95% accuracy in the product image classification task, 0.15 Mean Absolute Error (MAE) in the user behaviour sequence prediction task, and 88% accuracy in the online review sentiment analysis task. Conclusion: The innovation of this research is to provide a novel deep learning architecture for big data parsing in e-commerce, which points to new paths for future exploration in academia and industry. In addition, the paper proposes corresponding countermeasures for the challenges that may be encountered during system deployment, providing e-commerce enterprises with data-driven decision support to help them make smarter strategic choices in the competitive marketplace. © 2024 IEEE.","big data analysis; deep learning; e-commerce; product recommendation algorithm; user behavior analysis","Contrastive Learning; Big data analyze; Data analysis system; Deep learning; E- commerces; Product recommendation; Product recommendation algorithm; Recommendation algorithms; Service Quality; User behavior analysis; User interaction; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105000120033"
"Hoi N.T.; Huong D.T.; Hang P.T.; Oanh D.K.; Thanh T.T.P.","Hoi, Nguyen Thi (58805854600); Huong, Dao Thu (59708048600); Hang, Pham Thi (59708994800); Oanh, Dang Kieu (59707820400); Thanh, Tran Thi Phuong (59708048700)","58805854600; 59708048600; 59708994800; 59707820400; 59708048700","Advances in Information and Communication Technology: Proceedings of the 3th International Conference ICTA 2024","2025","Lecture Notes in Networks and Systems","1205 LNNS","","","994","1003","0","10.1007/978-3-031-80943-9_103","https://www.scopus.com/pages/publications/105000879519?origin=resultslist","In recent years, the rapid growth of the Internet and mobile devices has led to a significant expansion of e-commerce, which has become deeply integrated into social life and made substantial contributions to the economy. To enhance the efficiency and diversity of e-commerce activities, there has been considerable research interest in the application of supportive techniques and technologies. This paper explores the use of machine learning to improve recommendation systems by analyzing purchase history and user emotions expressed in product reviews. A model was proposed and validated using datasets collected from e-commerce platforms. The study evaluated the model's effectiveness using Accuracy, Recall, and F1 metrics. Experimental results indicate that the SVM algorithm provides the best prediction performance, effectively aligning with user needs. These findings suggest that the model can be applied across various e-commerce platforms to enhance product and service recommendations for users. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","advertising personalization; e-commerce; emotions; machine learning; recommendation systems","Adversarial machine learning; Mobile commerce; Advertizing; Advertizing personalization; Commerce platforms; E- commerces; Emotion; Information and Communication Technologies; Machine-learning; Personalizations; Rapid growth; Social life; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105000879519"
"Hossain A.S.M.S.","Hossain, A. S. M. Shahadat (57220670593)","57220670593","Customer segmentation using centroid based and density based clustering algorithms","2017","3rd International Conference on Electrical Information and Communication Technology, EICT 2017","2018-January","","","1","6","37","10.1109/EICT.2017.8275249","https://www.scopus.com/pages/publications/85050587609?origin=resultslist","In recent years, customer segmentation has become one of the most significant and useful tools for e-commerce. It plays a vital role in online product recommendation system and also helps to understand local and global wholesale or retail market. Customer segmentation refers to grouping customers into different categories based on shared characteristics such as age, location, spending habit and so on. Similarly, clustering means putting things together in such a way that similar type of things remain in the same group. Due to having similarities between these two terms, it is possible to apply clustering algorithms for ensuring satisfactory and automatic customer segmentation. Among different types of clustering algorithms, centroid based and density based are the most popular. This paper illustrates the idea of applying density based algorithms for customer segmentation beside using centroid based algorithms like k-means. Applying DBSCAN (Density-Based Spatial Clustering of Applications with Noise) algorithm as one of the density based algorithms results in a meaningful customer segmentation. © 2017 IEEE.","Centroid based clustering; Clustering algorithms; Customer segmentation; Density based clustering; Market segmentation","K-means clustering; Sales; Based clustering; Centroid based clustering; Customers segmentations; Density-based algorithm; Density-based Clustering; Density-based clustering algorithms; E- commerces; Market segmentation; Online product recommendations; Product recommendation system; Commerce","Conference paper","Final","","Scopus","2-s2.0-85050587609"
"Mokhberi A.; Huang Y.; Beznosov K.","Mokhberi, Azadeh (57385220900); Huang, Yue (57218453815); Beznosov, Konstantin (10143662200)","57385220900; 57218453815; 10143662200","Users' Strategies for Ensuring Trust, Privacy, and Safety on Facebook Marketplace: Challenges and Recommendations","2025","Proceedings of the ACM on Human-Computer Interaction","9","7","CSCW339","","","0","10.1145/3757520","https://www.scopus.com/pages/publications/105019407228?origin=resultslist","We conducted semi-structured interviews with Facebook Marketplace users to gain insights into their strategies for ensuring Trust, Privacy, and Safety (TPS). Our investigation uncovered a range of approaches participants employed. We discovered that users actively sought to convey their trustworthiness to other users while also assessing the trustworthiness of others. Furthermore, they took steps to safeguard their privacy by selectively sharing information and making thoughtful decisions regarding payments. Participants also implemented various strategies to mitigate the risks of physical harm and financial losses, sometimes resulting in preferences that were conflicted between buyers and sellers. Drawing from these findings, we offer recommendations to aid users in evaluating others' trustworthiness, effectively communicating their own trustworthiness, achieving a more optimal balance between privacy and trust, and increasing awareness of potential risks associated with different payment methods.  © 2025 Owner/Author.","e-commerce; facebook marketplace; privacy; safety; strategies; trust","Data privacy; Electronic commerce; Losses; E- commerces; Facebook; Facebook marketplace; Gain insight; Privacy; Semi structured interviews; Sharing information; Strategy; Trust; User strategies; Accident prevention","Article","Final","","Scopus","2-s2.0-105019407228"
"Wang D.; Zhang B.","Wang, Dan (59130074300); Zhang, Bo (59744360500)","59130074300; 59744360500","The Application of Personalized Recommendation System Driven by Artificial Intelligence on E-commerce Platforms","2024","International Conference on Distributed Systems, Computer Networks and Cybersecurity, ICDSCNC 2024","","","","","","1","10.1109/ICDSCNC62492.2024.10939854","https://www.scopus.com/pages/publications/105002885059?origin=resultslist","With the rise and development of Internet technology, advanced technologies, including cloud computing and big data, have greatly enriched data processing and information access. However, the field of e-commerce faces the serious challenge of ""information overload"". To solve this problem, this study designs and implements a personalised recommendation system based on artificial intelligence technology. The system integrates data mining and machine learning algorithms, accurately analyses users' purchase records, browsing history and preference characteristics, and intelligently predicts and recommends products that users may be interested in through complex algorithmic models. Experimental results show that the system is significantly better than the traditional recommendation system in terms of recommendation accuracy and recall rate, reaching 0.912 and 0.923 respectively, effectively improving the user experience. This result not only provides a new idea for e-commerce personalised recommendation, but also opens up a new path for the application of AI technology in the field of information filtering and recommendation. © 2024 IEEE.","artificial intelligence; collaborative filtering algorithm; e-commerce marketing; personalized recommendation system; product recommendations","Cloud platforms; Collaborative filtering; Advanced technology; Cloud-computing; Collaborative filtering algorithms; Commerce platforms; E- commerces; E-commerce marketing; Internet technology; Personalized recommendation systems; Product recommendation; Systems-driven; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105002885059"
