"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Pasmawati Y.; Kunang Y.N.; Hatta M.; Riza Chakim M.H.; Padeli; Rizky A.; Rahardja F.","Pasmawati, Yanti (57221135244); Kunang, Yesi Novaria (57206723142); Hatta, Muhammad (57217042215); Riza Chakim, Mochamad Heru (58749579100); Padeli (57853023200); Rizky, Agung (57852747400); Rahardja, Fransisca (57428394500)","57221135244; 57206723142; 57217042215; 58749579100; 57853023200; 57852747400; 57428394500","Augmented Reality Features and User Experience in E-Commerce Using SmartPLS Modeling","2025","Proceeding - 2025 4th International Conference on Creative Communication and Innovative Technology: Empowering Transformative MATURE LEADERSHIP: Harnessing Technological Advancement for Global Sustainability, ICCIT 2025","","","","","","0","10.1109/ICCIT65724.2025.11166768","https://www.scopus.com/pages/publications/105018474758?origin=resultslist","Augmented Reality (AR) technologies are increasingly integrated into e-commerce platforms to bridge the gap between virtual and physical shopping experiences, offering immersive features such as virtual try-ons and interactive 3D product visualizations. This study aims to examine the influence of AR features on user experience (UX) dimensions in the context of online shopping environments. Focusing on key constructs including perceived interactivity, ease of use, immersion, and perceived usefulness, the research investigates their impact on user satisfaction, engagement, and behavioral intention. A quantitative approach was employed using Structural Equation Modeling (SEM) with SmartPLS to analyze data collected from a sample of e-commerce users. The findings reveal that all four AR features significantly contribute to enhancing UX dimensions, which in turn positively affect users' intentions to reuse e-commerce platforms. The study offers theoretical contributions by validating the relationships between AR-specific features and UX outcomes, and practical implications by providing actionable insights for developers and platform providers aiming to optimize AR-based user interfaces. Despite the use of simulated data posing a limitation, the research underscores the transformative potential of AR in shaping user behavior and loyalty in digital marketplaces. Future studies are encouraged to apply the proposed model in diverse demographic and cultural contexts to enhance the generalizability of the results. © 2025 IEEE.","Augmented Reality (AR); E-commerce; Structural Equation Modeling (SEM); User Experience (UX)","Behavioral research; Electronic commerce; Three dimensional computer graphics; User experience; User interfaces; Virtual reality; Augmented reality; Augmented reality technology; Commerce platforms; E- commerces; Physical shopping; Structural equation modeling; Structural equation models; User experience (UX); Users' experiences; Virtual shopping; Augmented reality","Conference paper","Final","","Scopus","2-s2.0-105018474758"
"Nguyen H.T.; Phan A.C.; Nguyen P.H.","Nguyen, Ha Thu (57201549194); Phan, Anh Chi (36998615600); Nguyen, Phuong Hien (58519849900)","57201549194; 36998615600; 58519849900","How e-service quality influence post-purchase behaviour: the mediating role of perceived value and the moderating of perceived risk","2023","International Journal of Electronic Marketing and Retailing","14","3","","257","274","3","10.1504/IJEMR.2023.131817","https://www.scopus.com/pages/publications/85166571972?origin=resultslist","This paper presents the results of an empirical study on the relationship between e-service quality dimensions and consumer post-purchase behaviour as perceived value, satisfaction and loyalty in online shopping. PLS-SEM technique was applied to analyse the data collected from 468 Vietnamese consumers between December 2018 and June 2019. The analytical results indicate that information quality aspects (information accuracy, web design, security, ease of use, and website features) positively impact on outcome quality (order condition, timeless, and order accuracy) and outcome quality positively affects customer satisfaction. By emphasising the moderating role of perceived risk and the mediating role of perceived value, this study provides interesting managerial implications and contributes to the literature by suggesting a different approach on the topic of improving customer satisfaction in the electronic commerce environment. Copyright © 2023 Inderscience Enterprises Ltd.","customer loyalty; customer satisfaction; e-commerce; e-service quality; perceived risk; perceived value","","Article","Final","","Scopus","2-s2.0-85166571972"
"Larasati A.; Caesar L.A.Y.; Martinus; Hadiputera C.A.; Aditya N.","Larasati, Anisa (57070408600); Caesar, Leo Andri Yulius (57550381500); Martinus (58388382000); Hadiputera, Christofer Allen (59714288800); Aditya, Nerryus (59713238000)","57070408600; 57550381500; 58388382000; 59714288800; 59713238000","What Makes Consumers Loyal in E-Commerce? A Comparison Between Shopee and Tokopedia","2025","Smart Innovation, Systems and Technologies","393","","","795","806","0","10.1007/978-981-97-3698-0_53","https://www.scopus.com/pages/publications/105001383240?origin=resultslist","Shopping through e-commerce nowadays is more preferred than shopping directly to the store, which increased e-commerce users worldwide. Consumers have abundant choices of e-commerce with low switching cost, which makes them easily switch from one e-commerce to another. Thus, what makes them loyal to one e-commerce become crucial. This research proves that e-service quality, perceived value, and customer satisfaction influence Tokopedia users’ loyalty. For Shopee users, however, only perceived value and customer satisfaction influence their loyalty. Another difference is that Tokopedia users focus more on system and efficiency, while Shopee users focus on fulfillment and compensation. This research also confirmed mediation effect of customer satisfaction between e-service quality to customer loyalty and perceived value to customer loyalty. Lastly, implication for companies is discussed. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025.","Customer loyalty; Customer satisfaction; E-service quality; Perceived value; Shopee; Tokopedia","Sales; Customer loyalty; Customers' satisfaction; E- commerces; E-service quality; Perceived value; Shopee; Switching costs; Tokopedia; User focus; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105001383240"
"Kumar P.M.; Mahanandia R.; Kalidindi N.; Kumar S.; Anand T.; Bakshi S.","Kumar, P. Mohan (59695936300); Mahanandia, Rajendra (57202133766); Kalidindi, Neelima (59697442000); Kumar, Sandeep (60133241100); Anand, Taruna (58506419300); Bakshi, Sweta (59696148400)","59695936300; 57202133766; 59697442000; 60133241100; 58506419300; 59696148400","Exploring the Impact of Corporate Social Responsibility on Consumer Behavior in E-Commerce Using Fully Connected Neural Networks Models","2024","4th IEEE International Conference on Mobile Networks and Wireless Communications, ICMNWC 2024","","","","","","0","10.1109/ICMNWC63764.2024.10872235","https://www.scopus.com/pages/publications/105000203194?origin=resultslist","This study examines how corporate social responsibility (CSR) affects online consumer happiness and loyalty in cross-border e-commerce for tourism services. The study examines if CSR affects online consumer satisfaction and loyalty statistically using theoretical and practical sources. The suggested method includes preprocessing, feature selection, and model training. Data integrity is maintained by standardising and fixing missing values during preprocessing. Using filter-based techniques like chi-square and correlation-based feature selection helps handle high-dimensional data. A Fully Connected Neural Network (FCNN) is used to evaluate CSR's impact on online purchase behaviour. The trained model predicted CSR's impact on customer satisfaction and loyalty with 92.38% accuracy. The results show that CSR programs significantly increase customer happiness and loyalty in e-commerce, providing useful insights for companies looking to strengthen consumer relations through social responsibility. © 2024 IEEE.","consumer behavior; e-commerce; fully connected neural networks (fcnn)","Neural network models; Sales; Consumer loyalty; Corporate social responsibility; Cross-border; E- commerces; Features selection; Fully connected neural network; Neural network model; Online consumers; Tourism services; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105000203194"
"Bi Y.; Kim I.","Bi, Yahua (57216581120); Kim, Insin (55147616600)","57216581120; 55147616600","Older travelers' e-loyalty: The roles of service convenience and social presence in travel websites","2020","Sustainability (Switzerland)","12","1","410","","","31","10.3390/SU12010410","https://www.scopus.com/pages/publications/85084009366?origin=resultslist","The research aims to examine what service convenience factors drive customer satisfaction in travel websites from the perspective of older travelers, and if older travelers' satisfaction enhances e-loyalty. Additionally, drawing on socioemotional selectivity theory, this study argues that the social presence in travel websites plays a significant moderating role in increasing older travelers' satisfaction. To empirically verify the conceptual model, an online survey was conducted targeting older travelers aged over 50 in the USA who have purchased products via travel websites. The data from 308 older travelers were analyzed, and the results revealed four dimensions of service convenience positively influence satisfaction. Unexpectedly, access convenience and transaction convenience do not influence older travelers' satisfaction. The older travelers' satisfactionwith travelwebsites has a positive impact on e-loyalty. Additionally, social presence amplifies the effect of post-purchase convenience on satisfaction. The current research makes a significant contribution to understanding older travelers' perceptions and behaviors for using e-commerce service in the field of tourism and provides practitioners with effective ways to attract older travelers for sustainable management of travel websites. © 2020 by the authors.","E-loyalty; Older travelers; Satisfaction; Service convenience; Social presence; Travel website","United States; electronic commerce; life satisfaction; perception; service provision; survey method; sustainable development; travel behavior","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85084009366"
"Parra-Lopez E.; Martínez-gonzález J.A.; Chinea-Martin A.","Parra-Lopez, Eduardo (22635589100); Martínez-gonzález, José Alberto (57192183849); Chinea-Martin, Angel (57201255945)","22635589100; 57192183849; 57201255945","Drivers of the formation of e-loyalty towards tourism destinations","2018","European Journal of Management and Business Economics","27","1","","66","82","21","10.1108/ejmbe-11-2017-0050","https://www.scopus.com/pages/publications/85044064595?origin=resultslist","Purpose: The purpose of this paper is to determine the drivers of the formation of e-loyalty in a tourist destination, providing a model composed of variables that are under the control of the firm along with others that are not fully controllable by professionals. Design/methodology/approach: The study was carried out with a sample of 497 subjects, university students and online consumers, and with the use of structural equations (partial least squares). Findings: Results show that young people give a high valuation to all the variables used in the research. These results contribute to the literature on e-loyalty in tourism destinations and improve tourism loyalty in this population segment. Research limitations/implications: The main limitation of this research has been related to the number of variables and measurement indicators that, according to the literature review, influence e-loyalty. Finally, a balanced and statistically significant model has been developed that has practical utility and analyzes online purchase of tourism products from a process perspective that includes variables that are internal and external to the firm. Practical implications: The study suggests that young people have a favourable attitude and predisposition towards e-commerce, which, in turn, favours firms’ efforts to promote consumption and loyalty within the framework of the model’s variables. Originality/value: This research paper has important value by analysing the initiating variables to determine how e-loyalty can be managed in tourist destinations, in addition to analysing an important segment for future tourism development. © 2018, Eduardo Parra-Lopez, José Alberto Martínez-González and Angel Chinea-Martin.","E-commerce; E-loyalty; E-satisfaction; Online reputation; Tourism firm; Website design","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85044064595"
"Vuong N.L.; Pham H.M.; Tran H.N.; Nguyen B.H.; Dang D.T.; Lai T.T.","Vuong, Nham Linh (57772663900); Pham, Hung Manh (57218477245); Tran, Han Ngoc (60083336600); Nguyen, Bao Huy (60083336700); Dang, Dat Trong (60083824300); Lai, Thao Thu (60083501200)","57772663900; 57218477245; 60083336600; 60083336700; 60083824300; 60083501200","Engaging Gen Z: how influencer livestreams on TikTok build customer loyalty through social ties","2025","International Journal of Organizational Analysis","","","","","","1","10.1108/IJOA-01-2025-5135","https://www.scopus.com/pages/publications/105014981813?origin=resultslist","Purpose This study aims to investigate how key opinion leaders (KOLs) and key opinion consumers (KOCs) influence customer loyalty (CL) in TikTok-based livestream e-commerce among Gen Z consumers in Vietnam. Using the stimulus–organism–response (SOR) framework, it examines how interactivity, visualization, trust, usefulness, risk and promotions affect social relatedness (SR) and satisfaction, leading to loyalty. Design/methodology/approach A mixed-methods design was adopted, beginning with in-depth interviews to identify key livestream attributes, followed by a survey of 380 consumers. Data were analyzed using partial least squares structural equation modeling. Findings Interactivity, visualization and trust enhance SR, which drives satisfaction and loyalty. Usefulness and promotions positively influence satisfaction, while risk has no significant effect. Satisfaction mediates the impact of SR on loyalty. Influencer type (KOL vs KOC) moderates key relationships. Research limitations/implications The study focuses on Gen Z in Vietnam and solely on TikTok, limiting generalizability. Future research should examine wider populations, platforms and psychological drivers to deepen insights into livestream shopping behavior. Practical implications This study provides actionable guidance for businesses aiming to enhance Gen Z CL via TikTok livestreams. It recommends selecting appropriate influencers, fostering trust, increasing real-time interactivity, improving visualization and tailoring promotions to strengthen social connection and customer satisfaction. Originality/value This study extends the SOR model by incorporating SR as a mediating factor in livestream commerce. It also highlights the differential impact of KOLs and KOCs on consumer loyalty, providing new insights into influencer marketing in emerging markets. © 2025 Emerald Publishing Limited","e-commerce; KOLs/KOCs; Livestream; Loyalty; TikTok","","Article","Article in press","","Scopus","2-s2.0-105014981813"
"Al-Nabhani K.; Wilson A.; McLean G.","Al-Nabhani, Khalid (57210616328); Wilson, Alan (55458733800); McLean, Graeme (57162673500)","57210616328; 55458733800; 57162673500","Examining consumers' continuous usage of multichannel retailers' mobile applications","2022","Psychology and Marketing","39","1","","168","195","62","10.1002/mar.21585","https://www.scopus.com/pages/publications/85113739696?origin=resultslist","This paper examines the variables influencing a consumer's satisfaction and continuous use of a multichannel retailer's mobile application. Drawing upon the Expectation Confirmation Model for Information Technologies, post-adoption literature, and consumer behavior literature, we assess pertinent factors on the continuous usage of multichannel retailers' mobile apps. Through a sample of 1009 consumers who retained a retailer's mobile app for more than 6 months and conducting Structural Equation Modelling, the findings illustrate that utilitarian variables (perceived usefulness, ease of use, and personalization), hedonic variables (perceived enjoyment), and a brand-related variable (consumer loyalty intention toward the retailer's brand), play a significant role in influencing continuous usage of multichannel retailers' mobile apps. In contrast to e-commerce research, the study outlines that escapism plays a negative role in both consumer satisfaction and intention to continue to use a multichannel retailer's mobile app. Previous research points to the fact that consumers' retention of retailers' apps is low. This paper contributes to the emerging literature on consumers' continuous use of retailers' mobile apps through enhancing our understanding of technology and non-technology-related variables. © 2021 Wiley Periodicals LLC","brand loyalty; continuous usage; escapism; hedonic; m-commerce; mobile apps; mobile retailing; utilitarian","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85113739696"
"Veloso C.M.; Magueta D.; Sousa B.B.; Luís Carvalho J.","Veloso, Cláudia Miranda (57204888803); Magueta, Daniel (56262084100); Sousa, Bruno Barbosa (57213681236); Luís Carvalho, José (57219088640)","57204888803; 56262084100; 57213681236; 57219088640","Meassevuring E-service quality, satisfaction and loyalty of customer in the online channel of the modern retail","2020","IBIMA Business Review","2020","","531781","","","16","10.5171/2020.531781","https://www.scopus.com/pages/publications/85091217173?origin=resultslist","Currently, the Internet has become a fitting channel for the trade of products. Gradually traditional and modern retail are using the online platform to sell their products. In this sense, the central aim of this study is to assess customer satisfaction and loyalty in relation to the e-commerce of the retail Auchan brand by analyzing the dimensions of the quality of the e-service, namely with regard to the placement and delivery of the order. The results obtained show that customers are satisfied with the online services of Auchan Famalicão (Portugal), showing greater preference and satisfaction with the Drive service. The contact attributes on the part of employees, compliance with the delivery deadline, comfort and convenience of the service stand out with high satisfaction. On the contrary, the design of the website, the ease of use of the website and the quality of the information available on the website, are the items with the worst evaluation by the customers of this retail brand. Regarding the dimensions of the e-service, the highest levels of satisfaction correspond to Guarantee, Fulfillment and Security, and the levels with the least satisfaction refer to reliability. Additionally, customers expressed strong loyalty to Auchan Famalicão's e-commerce. It is recommended that priorities should be established and intervene in terms of the quality of the e-service, particularly the dimensions with the worst evaluation in order to increase customer satisfaction and loyalty and, therefore, the performance and profitability of the Auchan Famalicão online channel. Copyright © 2020. Cláudia Miranda Veloso, Daniel Magueta, Bruno Barbosa Sousa And José Luís Carvalho. Distributed under Creative Commons Attribution 4.0 International CC-BY 4.0","Customer Loyalty; E-commerce; E-Service Quality; Retail Industry","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85091217173"
"Rodrigues R.S.; Patah L.A.","Rodrigues, Roni Stefanuto (60143024200); Patah, Leandro Alves (24476605100)","60143024200; 24476605100","Customer loyality in e-commerce: a case study on deadline compliance in Brazilian retail during the Covid-19 pandemic; [Fidelização do cliente no e-commerce: um estudo de caso sobre o cumprimento de prazos no varejo brasileiro durante a pandemia de Covid-19]","2025","Revista Brasileira de Marketing","24","3","e29256","","","0","10.5585/2025.29256","https://www.scopus.com/pages/publications/105018857102?origin=resultslist","Objective: This research aim consists in understanding the impact of meeting promised delivery deadlines on customer loyalty in a Brazilian retail e-commerce. Method: This case study uses quantitative methods – logistic regression – through the analysis of a database of 20 million sales made between 2020 and 2021. Originality / Relevance: As it has become increasingly relevant in the Brazilian market, it is necessary to understand the quality of logistics services in the country, how it impacts companies, and consumer satisfaction and loyalty. Results: The results indicate that meeting the deadline was not a factor of great relevance in the analyzed context, however, customers who receive the goods within deadlines of more than 2 days are impacted by the fulfillment of the delivery deadline promise. Theoretical / Methodological Contributions: This paper contributes to the literature by presenting a method for analyzing data on customer loyalty in Brazilian e-commerce. Social / Management Contributions: For management, the work shows that a company can segment its consumers into groups of delivery times with differentiated actions for greater customer retention. Sustainable Development Goals (SDG): 8. Decent Work and Economic Growth, 9. Industry, Innovation and Infrastructure, 12. Responsible Consumption and Production. © 2025, Universidade Nove de Julho-UNINOVE. All rights reserved.","Customer loyalty; Delivery time; E-commerce","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105018857102"
"Candra S.; Suherti R.; Sudrajat D.; Salsabillah N.","Candra, Sevenpri (55933427100); Suherti, Reni (57986222000); Sudrajat, Darjat (56820150700); Salsabillah, Nada (57985898900)","55933427100; 57986222000; 56820150700; 57985898900","Measuring e-Loyalty in the Greater Jakarta Online Marketplace-Indonesia","2022","2022 10th International Conference on Cyber and IT Service Management, CITSM 2022","","","","","","0","10.1109/CITSM56380.2022.9936033","https://www.scopus.com/pages/publications/85142887455?origin=resultslist","Internet speed and business competitiveness are driving all business transactions to the online marketplace, or e-commerce. The expansion of e-commerce trends is not limited to large cities alone. This study aims to examine the impact of e-loyalty on the online marketplace. This study employs the quantitative-associative and purposive sampling methodologies. All data is collected through an online survey administered to customers of an online marketplace. Analysis is performed on the 323 respondents who fill out the survey in its entirety. This study demonstrates that brand equity, customer experience, and e-trust influence e-loyalty.  © 2022 IEEE.","Brand Equity; Customer Experience; e-Loyalty; e-Trust; Online Marketplace","Competition; Electronic commerce; Sales; Brand equity; Business transaction; Customer experience; E trusts; E- commerces; E-loyalty; Indonesia; Jakarta; Online marketplaces; [internet speed; Surveys","Conference paper","Final","","Scopus","2-s2.0-85142887455"
"Monoarfa T.A.; Sumarwan U.; Suroso A.I.; Wulandari R.","Monoarfa, Terrylina A. (57218099988); Sumarwan, Ujang (16449937500); Suroso, Arif Imam (53864020700); Wulandari, Ririn (58914590700)","57218099988; 16449937500; 53864020700; 58914590700","The crucial role of e-logistic service quality to integrated theories to predict continuance intention on fresh produce e-commerce","2024","Cogent Business and Management","11","1","2379569","","","9","10.1080/23311975.2024.2379569","https://www.scopus.com/pages/publications/85199157105?origin=resultslist","This research aims to comprehensively understand the determinants influencing customers’ adoption of fresh produce e-commerce services by integrating the expectation-confirmation theory of the technology acceptance model (EC-TAM), the product evaluation model, and e-logistics service quality (E-LSQ). In serving fresh perishable products, the quality of logistics services plays a vital role in bridging the quality of the products presented on the application page and the actual product quality experienced by customers. Emphasizing the mediating role of E-LSQ, the study underscores its direct and indirect effect on fostering continuance usage intention. Employing a robust quantitative approach, data from 364 Jakarta, Indonesia participants were systematically gathered through online questionnaires. The analysis, conducted through the structural equation modeling in AMOS 24, highlights the pivotal role of user confirmation in shaping E-LSQ. Consequently, E-LSQ emerges as a substantial determinant, exerting a pronounced impact on the perceived product quality, heightened customer satisfaction, and the cultivation of intentions to use fresh produce e-commerce services in the future. The originality of this research lies in the innovative integration of theories, providing a nuanced exploration of the interplay in the context of fresh produce e-commerce. The contribution extends beyond theoretical advancement to practical implications, offering valuable insights for businesses aiming to enhance customer loyalty in the burgeoning e-commerce sector, specifically within fresh produce. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Business, Management and Accounting; confirmation of electronic performance; continuance intention; Dr Kaouther Kooli, Bournemouth University, United Kingdom of Great Britain and Northern Ireland; e-logistic service quality; Economics; Fresh produce e-commerce; Marketing; product quality","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85199157105"
"Wijaya R.; Farida N.; Andriyansah","Wijaya, Rahmad (57221618111); Farida, Naili (57191196114); Andriyansah (57194765014)","57221618111; 57191196114; 57194765014","Determinants of repurchase intentions at online stores in Indonesia","2018","International Journal of e-Business Research","14","3","","95","111","16","10.4018/IJEBR.2018070106","https://www.scopus.com/pages/publications/85048397607?origin=resultslist","The rapid growth of the internet users in Indonesia poses a challenge to marketers to explore and develop the potential for e-commerce. In this article, consumer trust is expected to encourage customers to make repurchases in online stores. This article aims to build a determinant model of repurchase intention at online stores in Indonesia. This article is based on a survey of Indonesian online store consumers. Respondents were asked to provide responses related to satisfaction, trust, website quality, and repurchase intention. There were 193 final respondents obtained from 300 distributed questionnaires. The model was tested using Structural Equation Modeling (SEM) with AMOS 18. The results revealed the role of the mediating variable of customer satisfaction on repurchase intention. The findings are expected to contribute ideas related to the formation of model reinforce the repurchase intention of online store customers. This implies for website designers to design an online store capable of increasing trust and strengthening the repurchase intention. © Copyright 2018, IGI Global.","Customer Satisfaction; Customer Trust; Indonesia; Online Store; Repurchase Intention; Website Quality","","Article","Final","","Scopus","2-s2.0-85048397607"
"Amornkitvikai Y.; Tham S.Y.; Harvie C.; Buachoom W.W.","Amornkitvikai, Yot (55754665400); Tham, Siew Yean (35175267900); Harvie, Charles (6603964100); Buachoom, Wonlop Writthym (56299957200)","55754665400; 35175267900; 6603964100; 56299957200","Barriers and Factors Affecting the E-Commerce Sustainability of Thai Micro-, Small- and Medium-Sized Enterprises (MSMEs)","2022","Sustainability (Switzerland)","14","14","8476","","","61","10.3390/su14148476","https://www.scopus.com/pages/publications/85137174053?origin=resultslist","It is anticipated that e-commerce will contribute to achieving the 17th Sustainable Development Goal, which seeks to improve implementation mechanisms and revitalize global partnerships for sustainable development. However, MSMEs still face a digital gap compared to large enterprises, which affects their e-commerce sustainability. The study’s objective is to examine the factors and barriers affecting the e-commerce sustainability of Thai micro-, small- and medium-sized enterprises (MSMEs) based on a survey of retail and food and beverage (F&B) service MSMEs in metropolitan Bangkok. Estimations confirm the significance of the TOE framework for Thai MSMEs. Internal e-commerce tools (i.e., smartphones and websites) and external e-commerce platforms (i.e., social media, e-marketplaces, and food delivery platforms) can enhance e-commerce sustainability. However, the age of firms and owners (CEOs) affects e-commerce sustainability negatively. Exports, B2B e-commerce, and e-commerce experience can promote the e-commerce sustainability of Thai MSMEs. However, they perceive that many consumers are still not literate in using e-commerce. In addition, Thailand still has insufficient security to prevent hacking and malware. Therefore, Thai entrepreneurs’ e-commerce literacy is insufficient to enhance their e-commerce sustainability. On the other hand, sustainable e-commerce can increase customer satisfaction, loyalty, and trust through customer support, leading to more long-term online shopping. Hence, this study focuses on e-commerce sustainability-based economic dimensions, as measured by the percentage of e-commerce sales to total sales (e-commerce utilization/intensity). © 2022 by the authors.","e-commerce; food and beverage; micro-, small- and medium-sized enterprises (MSMEs); retail; sustainability; Thailand","Bangkok; Central Region [Thailand]; Krung Thep Mahanakhon; Thailand; Thailand; electronic commerce","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85137174053"
"Ferreira D.; Barbosa B.; Sousa A.","Ferreira, Daniel (59748708300); Barbosa, Belém (57220870257); Sousa, Ana (57207749499)","59748708300; 57220870257; 57207749499","Perceived freshness and the intention to repurchase fresh food products online","2025","EuroMed Journal of Business","","","","","","8","10.1108/EMJB-11-2024-0289","https://www.scopus.com/pages/publications/105003268577?origin=resultslist","Purpose: Fresh food products remain one of the most challenging product categories for e-commerce managers. The literature emphasizes the importance of perceived freshness in explaining their purchase behavior. However, studies on online purchases of fresh food products are scarce, especially regarding repurchase intentions, and the role of perceived freshness in online settings has so far been disregarded. This research addresses this gap by examining the role of perceived freshness in the intention to repurchase fresh food products online. Design/methodology/approach: Guided by the expectation confirmation theory (ECT) and the perceived risk theory, this study defined a set of hypotheses tested through structural equation modeling. Participants were consumers with previous experience in purchasing fresh food products online. Findings: The findings indicate that the importance of sensory attributes negatively affected the perceived freshness of fresh food products purchased online, while the importance of non-sensory attributes had a non-significant impact. Expectations of freshness positively affected perceived freshness and confirmation of freshness, as suggested by ECT. The hypothesized positive effects of confirmation on satisfaction and of satisfaction on intention to repurchase fresh food products online were also supported. Finally, it was found that repurchase intention was negatively affected by perceived performance risk and financial risk. Originality/value: This article contributes to the limited literature on online purchase of fresh food by focusing on perceived freshness as a determinant of repurchase intention. © 2025, Emerald Publishing Limited.","E-commerce; Fresh products; Freshness perception; Perceived risk; Repurchase intention","","Article","Article in press","","Scopus","2-s2.0-105003268577"
"Ariyanto K.M.; Lukita C.; Nurhaeni T.; Febriansyah Y.; Bila R.; Pasha L.","Ariyanto, Kukoh Mey (59390380900); Lukita, Chandra (57216925073); Nurhaeni, Tuti (57221492914); Febriansyah, Yusuf (58939888000); Bila, Rifqa (59390882300); Pasha, Lukita (59390882400)","59390380900; 57216925073; 57221492914; 58939888000; 59390882300; 59390882400","Optimizing Online Shopping with Smart-PLS as a Tool for E-commerce Enhancement","2024","2024 3rd International Conference on Creative Communication and Innovative Technology, ICCIT 2024","","","","","","1","10.1109/ICCIT62134.2024.10701152","https://www.scopus.com/pages/publications/85207838825?origin=resultslist","In the rapidly evolving world of e-commerce, the integration of advanced methodologies and technologies has become essential to meet the growing demands and challenges of online shopping services. This paper explores the transformative role of Partial Least Squares Structural Equation Modeling (Smart-PLS) in revolutionizing e-commerce through a quantitative research design involving a sample size of 300 online consumers. Smart-PLS was utilized for data analysis, yielding robust statistical results, with key findings indicating a significant positive impact on customer satisfaction and customer loyalty (β = 0.121, p <0.05) on e-commerce performance. Smart-PLS is a powerful approach (β = 0.121, p <0.05) that empowers online shopping services by providing a robust framework for analyzing and enhancing various aspects of e-commerce, including customer experience, service quality, and business performance. This paper discusses how Smart-PLS enables a data-driven approach to decision-making, leading to improved user experiences, optimized supply chains, and enhanced business strategies. © 2024 IEEE.","and Business Performance; E-commerce; Smart-PLS","And business performance; Business performance; E- commerces; Growing demand; Online shopping; Partial least-squares; Quantitative research; Research designs; Smart-PLS; Structural equation models; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-85207838825"
"Wijaya I.G.N.S.; Triandini E.; Kabnani E.T.G.; Arifin S.","Wijaya, I Gusti Ngurah Satria (57221856151); Triandini, Evi (56121760600); Kabnani, Ezra Tifanie Gabriela (57221851639); Arifin, Syamsul (57221775122)","57221856151; 56121760600; 57221851639; 57221775122","E-commerce website service quality and customer loyalty using WebQual 4.0 with importance performances analysis, and structural equation model: An empirical study in shopee","2021","Register: Jurnal Ilmiah Teknologi Sistem Informasi","7","2","","107","124","23","10.26594/register.v7i2.2266","https://www.scopus.com/pages/publications/85105123550?origin=resultslist","The rapid growth of business models in the form of online shops, Business to Consumer (B2C) and the Consumer to Consumer (C2C) concept, has an impact in the form of intense competition between online business owners. It is not easy to find a solution to this problem. The owner must provide good or even excellent service by improving the website quality so that customers can achieve satisfaction and loyalty. This research aimed to specify the influence of website quality on customer loyalty with satisfaction as an e-commerce website moderation variable and to investigate the WebQual 4.0 attributes that affect this relationship of the model. This study used 104 respondents of Shopee Consumer and analyzed with the WebQual with Importance Performance Analysis (IPA) method and Structural Equation Model (SEM). The result is that the service quality variable significantly influence e-commerce website customer satisfaction variable, customer satisfaction variable has no significant effect on e-commerce website customer loyalty variables, and website service quality variable significantly influence e-commerce website customer loyalty variable. The attributes of WebQual 4.0 that need to be considered by e-commerce management to impact the level of user satisfaction and customer loyalty are “design by the type of website”, “provide simple-to-understand information”, “provide information following the format”, “feel safe to complete transactions”, “the website makes the positive/absolute experience for me”, and “provide detailed information”. The research implications can be taken into consideration for e-commerce management. © 2021, the author(s).","Customer loyalty; E-commerce; Importance performance analysis; Structural equation model; WebQual","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85105123550"
